freq,psd_x,psd_y,psd_z,psd_xyz
82.5,1.418e+05,2.413e+04,2.075e+04,1.867e+05
84.0,1.345e+05,2.502e+04,1.859e+04,1.782e+05
85.5,1.323e+05,2.632e+04,1.715e+04,1.757e+05
87.1,1.297e+05,2.760e+04,1.634e+04,1.736e+05
88.6,1.259e+05,2.792e+04,1.549e+04,1.693e+05
90.1,1.221e+05,2.779e+04,1.488e+04,1.648e+05
91.6,1.179e+05,2.738e+04,1.483e+04,1.601e+05
93.2,1.159e+05,2.826e+04,1.568e+04,1.598e+05
94.7,1.120e+05,3.068e+04,1.635e+04,1.590e+05
96.2,1.103e+05,3.649e+04,1.805e+04,1.648e+05
97.7,1.076e+05,4.494e+04,2.004e+04,1.726e+05
99.3,1.040e+05,5.501e+04,2.148e+04,1.805e+05
100.8,1.049e+05,6.564e+04,2.154e+04,1.921e+05
102.3,1.060e+05,7.501e+04,1.922e+04,2.002e+05
103.9,1.058e+05,8.098e+04,1.511e+04,2.019e+05
105.4,1.096e+05,8.885e+04,1.247e+04,2.109e+05
106.9,1.173e+05,1.040e+05,1.267e+04,2.340e+05
108.4,1.181e+05,1.218e+05,1.385e+04,2.538e+05
110.0,1.140e+05,1.408e+05,1.568e+04,2.705e+05
111.5,1.094e+05,1.580e+05,1.900e+04,2.864e+05
113.0,1.078e+05,1.660e+05,2.464e+04,2.984e+05
114.5,1.126e+05,1.526e+05,3.512e+04,3.003e+05
116.1,1.185e+05,1.211e+05,4.761e+04,2.872e+05
117.6,1.179e+05,8.813e+04,6.198e+04,2.680e+05
119.1,1.179e+05,6.321e+04,7.716e+04,2.583e+05
120.7,1.231e+05,4.704e+04,9.252e+04,2.627e+05
122.2,1.306e+05,3.826e+04,1.100e+05,2.789e+05
123.7,1.359e+05,3.477e+04,1.279e+05,2.985e+05
125.2,1.320e+05,3.497e+04,1.285e+05,2.955e+05
126.8,1.258e+05,3.679e+04,1.176e+05,2.802e+05
128.3,1.285e+05,4.007e+04,1.205e+05,2.891e+05
129.8,1.379e+05,4.545e+04,1.425e+05,3.258e+05
131.3,1.466e+05,5.216e+04,1.685e+05,3.673e+05
132.9,1.057e+05,3.897e+04,1.275e+05,2.722e+05
134.4,2.727e+04,7.229e+03,2.832e+04,6.283e+04
135.9,1.611e+04,3.076e+03,1.393e+04,3.312e+04
137.5,1.526e+04,3.917e+03,1.323e+04,3.240e+04
139.0,1.572e+04,4.881e+03,1.412e+04,3.472e+04
140.5,1.802e+04,6.094e+03,1.690e+04,4.101e+04
142.0,2.264e+04,8.294e+03,2.140e+04,5.234e+04
143.6,2.836e+04,1.085e+04,2.685e+04,6.606e+04
145.1,3.355e+04,1.268e+04,3.175e+04,7.797e+04
146.6,3.884e+04,1.411e+04,3.685e+04,8.980e+04
148.1,4.603e+04,1.606e+04,4.262e+04,1.047e+05
149.7,5.366e+04,1.798e+04,4.813e+04,1.198e+05
151.2,6.269e+04,2.026e+04,5.546e+04,1.384e+05
152.7,7.066e+04,2.178e+04,6.038e+04,1.528e+05
154.3,7.806e+04,2.287e+04,6.430e+04,1.652e+05
155.8,8.614e+04,2.395e+04,6.862e+04,1.787e+05
157.3,9.525e+04,2.507e+04,7.310e+04,1.934e+05
158.8,1.041e+05,2.572e+04,7.493e+04,2.048e+05
160.4,1.138e+05,2.631e+04,7.561e+04,2.158e+05
161.9,1.179e+05,2.658e+04,7.404e+04,2.185e+05
163.4,1.234e+05,2.807e+04,7.533e+04,2.268e+05
165.0,1.161e+05,2.624e+04,6.896e+04,2.113e+05
166.5,1.087e+05,2.483e+04,6.503e+04,1.985e+05
168.0,1.049e+05,2.315e+04,6.098e+04,1.890e+05
169.5,9.528e+04,1.928e+04,5.245e+04,1.670e+05
171.1,8.667e+04,1.844e+04,5.003e+04,1.551e+05
172.6,7.827e+04,1.749e+04,4.735e+04,1.431e+05
174.1,7.122e+04,1.626e+04,4.469e+04,1.322e+05
175.6,6.668e+04,1.545e+04,4.329e+04,1.254e+05
177.2,5.961e+04,1.406e+04,3.988e+04,1.135e+05
178.7,5.493e+04,1.319e+04,3.699e+04,1.051e+05
180.2,5.006e+04,1.230e+04,3.414e+04,9.650e+04
181.8,4.361e+04,1.108e+04,3.005e+04,8.474e+04
183.3,3.704e+04,9.081e+03,2.443e+04,7.054e+04
184.8,3.066e+04,7.229e+03,1.996e+04,5.785e+04
186.3,2.563e+04,6.739e+03,1.824e+04,5.060e+04
187.9,2.006e+04,6.088e+03,1.563e+04,4.178e+04
189.4,1.548e+04,5.436e+03,1.290e+04,3.381e+04
190.9,1.184e+04,4.499e+03,1.029e+04,2.662e+04
192.4,8.662e+03,3.511e+03,7.834e+03,2.001e+04
194.0,6.553e+03,2.745e+03,6.037e+03,1.534e+04
195.5,4.898e+03,2.176e+03,4.627e+03,1.170e+04
197.0,3.617e+03,1.843e+03,3.646e+03,9.105e+03
198.6,2.812e+03,1.604e+03,2.990e+03,7.406e+03
