freq,psd_x,psd_y,psd_z,psd_xyz
82.5,1.524e+05,2.763e+04,2.702e+04,2.070e+05
84.0,1.406e+05,2.851e+04,2.491e+04,1.940e+05
85.5,1.330e+05,2.995e+04,2.338e+04,1.863e+05
87.1,1.296e+05,3.124e+04,2.166e+04,1.825e+05
88.6,1.279e+05,3.186e+04,2.032e+04,1.801e+05
90.1,1.254e+05,3.255e+04,1.992e+04,1.779e+05
91.6,1.260e+05,3.451e+04,2.144e+04,1.819e+05
93.2,1.229e+05,3.546e+04,2.260e+04,1.809e+05
94.7,1.181e+05,3.685e+04,2.323e+04,1.782e+05
96.2,1.138e+05,3.975e+04,2.444e+04,1.780e+05
97.7,1.079e+05,4.602e+04,2.663e+04,1.805e+05
99.3,1.033e+05,5.687e+04,2.938e+04,1.895e+05
100.8,1.012e+05,6.903e+04,2.895e+04,1.991e+05
102.3,1.041e+05,8.379e+04,2.513e+04,2.131e+05
103.9,1.071e+05,9.745e+04,1.913e+04,2.237e+05
105.4,1.125e+05,1.124e+05,1.622e+04,2.411e+05
106.9,1.170e+05,1.290e+05,1.696e+04,2.630e+05
108.4,1.123e+05,1.410e+05,1.866e+04,2.720e+05
110.0,9.999e+04,1.517e+05,2.120e+04,2.728e+05
111.5,9.191e+04,1.631e+05,2.663e+04,2.816e+05
113.0,9.503e+04,1.732e+05,3.699e+04,3.053e+05
114.5,1.120e+05,1.617e+05,5.340e+04,3.271e+05
116.1,1.266e+05,1.226e+05,7.082e+04,3.201e+05
117.6,1.356e+05,8.946e+04,9.360e+04,3.186e+05
119.1,1.421e+05,6.702e+04,1.156e+05,3.247e+05
120.7,1.418e+05,5.178e+04,1.304e+05,3.240e+05
122.2,1.440e+05,4.625e+04,1.495e+05,3.397e+05
123.7,1.353e+05,4.408e+04,1.569e+05,3.363e+05
125.2,1.263e+05,4.717e+04,1.548e+05,3.283e+05
126.8,1.229e+05,5.277e+04,1.518e+05,3.275e+05
128.3,1.267e+05,5.850e+04,1.600e+05,3.451e+05
129.8,1.336e+05,6.494e+04,1.797e+05,3.782e+05
131.3,1.407e+05,6.786e+04,1.973e+05,4.059e+05
132.9,1.016e+05,4.668e+04,1.401e+05,2.883e+05
134.4,2.985e+04,8.725e+03,3.269e+04,7.126e+04
135.9,2.165e+04,4.205e+03,1.869e+04,4.455e+04
137.5,2.103e+04,5.850e+03,1.830e+04,4.518e+04
139.0,2.091e+04,7.912e+03,1.968e+04,4.850e+04
140.5,2.426e+04,9.875e+03,2.308e+04,5.721e+04
142.0,2.972e+04,1.196e+04,2.777e+04,6.945e+04
143.6,3.585e+04,1.422e+04,3.309e+04,8.316e+04
145.1,4.267e+04,1.650e+04,3.896e+04,9.812e+04
146.6,5.006e+04,1.855e+04,4.505e+04,1.137e+05
148.1,5.859e+04,2.069e+04,5.157e+04,1.309e+05
149.7,6.744e+04,2.212e+04,5.758e+04,1.471e+05
151.2,7.712e+04,2.374e+04,6.464e+04,1.655e+05
152.7,9.004e+04,2.672e+04,7.435e+04,1.911e+05
154.3,1.027e+05,2.993e+04,8.319e+04,2.159e+05
155.8,1.122e+05,3.188e+04,8.880e+04,2.328e+05
157.3,1.196e+05,3.313e+04,9.206e+04,2.448e+05
158.8,1.267e+05,3.339e+04,9.184e+04,2.520e+05
160.4,1.366e+05,3.324e+04,9.095e+04,2.608e+05
161.9,1.447e+05,3.360e+04,9.105e+04,2.693e+05
163.4,1.463e+05,3.335e+04,8.932e+04,2.690e+05
164.9,1.385e+05,3.091e+04,8.298e+04,2.524e+05
166.5,1.313e+05,2.946e+04,7.802e+04,2.388e+05
168.0,1.195e+05,2.737e+04,7.322e+04,2.201e+05
169.5,1.060e+05,2.333e+04,6.307e+04,1.924e+05
171.1,9.750e+04,2.131e+04,5.719e+04,1.760e+05
172.6,8.996e+04,1.990e+04,5.396e+04,1.638e+05
174.1,7.922e+04,1.843e+04,5.014e+04,1.478e+05
175.6,7.105e+04,1.791e+04,4.881e+04,1.378e+05
177.2,6.533e+04,1.707e+04,4.650e+04,1.289e+05
178.7,6.042e+04,1.639e+04,4.401e+04,1.208e+05
180.2,5.406e+04,1.546e+04,4.044e+04,1.100e+05
181.7,4.624e+04,1.443e+04,3.603e+04,9.670e+04
183.3,3.765e+04,1.276e+04,3.050e+04,8.091e+04
184.8,3.044e+04,1.025e+04,2.510e+04,6.579e+04
186.3,2.388e+04,8.593e+03,2.121e+04,5.368e+04
187.9,1.817e+04,7.274e+03,1.758e+04,4.303e+04
189.4,1.361e+04,6.003e+03,1.420e+04,3.381e+04
190.9,9.853e+03,4.726e+03,1.096e+04,2.554e+04
192.4,6.967e+03,3.694e+03,8.173e+03,1.883e+04
194.0,5.084e+03,2.917e+03,6.092e+03,1.409e+04
195.5,4.119e+03,2.580e+03,5.107e+03,1.181e+04
197.0,3.694e+03,2.526e+03,4.708e+03,1.093e+04
198.5,3.177e+03,2.376e+03,4.235e+03,9.788e+03
